blast_name,A_rank,B_rank,score_type,definition,ID_for_distillate
BAC0001,200,120,full,abeM;Q5FAM9_ACIBA Multidrug efflux pump AbeM OS=Acinetobacter baumannii GN=abeM PE=4 SV=2,BAC0001
BAC0641,200,120,full,corA;CORA_SALTY Magnesium transport protein CorA OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=corA PE=1 SV=1,BAC0641
BAC0643,200,120,full,corB;Q9X621_SALTM CorB OS=Salmonella typhimurium GN=corB PE=4 SV=1,BAC0643
BAC0088,200,120,full,corC;CORC_SALTY Magnesium and cobalt efflux protein CorC OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=corC PE=1 SV=1,BAC0088
BAC0644,200,120,full,corD;APAG_SALTY Protein ApaG OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=apaG PE=3 SV=2,BAC0644
BAC0089,200,120,full,corR;Q1D6V8_MYXXD Sigma-54 dependent DNA-binding response regulator OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_3418 PE=4 SV=1,BAC0089
BAC0090,200,120,full,corR/coaR;H0P0Y2_9SYNC Cobalt-dependent transcriptional regulator OS=Synechocystis sp. PCC 6803 substr. GT-I GN=corR PE=4 SV=1,BAC0090
BAC0091,200,120,full,corS;Q1D6V7_MYXXD Sensor histidine kinase OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_3419 PE=4 SV=1,BAC0091
BAC0092,200,120,full,corT/coaT;H0P0Y3_9SYNC Cation-transporting ATPase E1-E2 ATPase OS=Synechocystis sp. PCC 6803 substr. GT-I GN=slr0797 PE=3 SV=1,BAC0092
BAC0532,200,120,full,cpxA;C4WZK5_KLEPN Sensor protein of stress-related two-component regulatory system OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=cpxA PE=4 SV=1,BAC0532
BAC0533,200,120,full,cpxR;C4WZK6_KLEPN Response regulator of stress-related two-component regulatory system OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=cpxR PE=4 SV=1,BAC0533
BAC0093,200,120,full,crdA;O25884_HELPY Uncharacterized protein OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=C694_06845 PE=4 SV=1,BAC0093
BAC0094,200,120,full,crdB;O25885_HELPY Uncharacterized protein OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=C694_06850 PE=4 SV=1,BAC0094
BAC0095,200,120,full,crdR;O25918_HELPY Response regulator OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=C694_07045 PE=4 SV=1,BAC0095
BAC0096,200,120,full,crdS;O25917_HELPY Histidine kinase sensor protein OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=C694_07040 PE=4 SV=1,BAC0096
BAC0558,200,120,full,csoR;CSOR_BACSU Copper-sensing transcriptional repressor CsoR OS=Bacillus subtilis (strain 168) GN=csoR PE=1 SV=1,BAC0558
BAC0098,200,120,full,ctpC;CTPC_MYCTU Probable manganese/zinc-exporting P-type ATPase OS=Mycobacterium tuberculosis GN=ctpC PE=3 SV=1,BAC0098
BAC0099,200,120,full,ctpD;CTPD_MYCS2 Probable cobalt/nickel-exporting P-type ATPase OS=Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155) GN=ctpD PE=1 SV=1,BAC0099
BAC0100,200,120,full,ctpG;CTPG_MYCTU Probable cation-transporting ATPase G OS=Mycobacterium tuberculosis GN=ctpG PE=3 SV=1,BAC0100
BAC0101,200,120,full,ctpV;CTPV_MYCTU Probable copper-exporting P-type ATPase V OS=Mycobacterium tuberculosis GN=ctpV PE=1 SV=1,BAC0101
BAC0102,200,120,full,cueA;Q8KWW2_PSEPU Copper transporter OS=Pseudomonas putida GN=cueA PE=3 SV=1,BAC0102
BAC0103,200,120,full,cueO;CUEO_ECOLI Blue copper oxidase CueO OS=Escherichia coli (strain K12) GN=cueO PE=1 SV=2,BAC0103
BAC0104,200,120,full,cueP;Q8ZL99_SALTY Putative periplasmic or exported protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM3650 PE=4 SV=1,BAC0104
BAC0105,200,120,full,cueR/ybbI;CUER_ECOLI HTH-type transcriptional regulator CueR OS=Escherichia coli (strain K12) GN=cueR PE=1 SV=1,BAC0105
BAC0106,200,120,full,cuiD;CUEO_SALTY Blue copper oxidase CueO OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=cueO PE=3 SV=1,BAC0106
BAC0107,200,120,full,cusA/ybdE;CUSA_ECOLI Cation efflux system protein CusA OS=Escherichia coli (strain K12) GN=cusA PE=1 SV=2,BAC0107
BAC0108,200,120,full,cusB;CUSB_ECOLI Cation efflux system protein CusB OS=Escherichia coli (strain K12) GN=cusB PE=1 SV=1,BAC0108
BAC0109,200,120,full,cusC/ylcB;CUSC_ECOLI Cation efflux system protein CusC OS=Escherichia coli (strain K12) GN=cusC PE=1 SV=1,BAC0109
BAC0110,200,120,full,cusF/cusX;CUSF_ECOLI Cation efflux system protein CusF OS=Escherichia coli (strain K12) GN=cusF PE=1 SV=1,BAC0110
BAC0111,200,120,full,cusR/ylcA;CUSR_ECOLI Transcriptional regulatory protein CusR OS=Escherichia coli (strain K12) GN=cusR PE=1 SV=1,BAC0111
BAC0112,200,120,full,cusS;CUSS_ECOLI Sensor kinase CusS OS=Escherichia coli (strain K12) GN=cusS PE=1 SV=1,BAC0112
BAC0113,200,120,full,cutA;CUTA_ECOLI Divalent-cation tolerance protein CutA OS=Escherichia coli (strain K12) GN=cutA PE=1 SV=1,BAC0113
BAC0114,200,120,full,cutC;CUTC_ECOLI Copper homeostasis protein CutC OS=Escherichia coli (strain K12) GN=cutC PE=3 SV=1,BAC0114
BAC0115,200,120,full,cutE/lnt;LNT_ECOLI Apolipoprotein N-acyltransferase OS=Escherichia coli (strain K12) GN=lnt PE=1 SV=1,BAC0115
BAC0116,200,120,full,cutF/nlpE;NLPE_ECOLI Lipoprotein NlpE OS=Escherichia coli (strain K12) GN=nlpE PE=1 SV=1,BAC0116
BAC0117,200,120,full,cutO;D5AV58_RHOCB Multicopper oxidase family protein OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) GN=RCAP_rcc02110 PE=4 SV=1,BAC0117
BAC0118,200,120,full,cutR;D5AV59_RHOCB Uncharacterized protein OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) GN=RCAP_rcc02111 PE=4 SV=1,BAC0118
BAC0119,200,120,full,czcA;CZCA_RALME Cobalt-zinc-cadmium resistance protein CzcA OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcA PE=1 SV=3,BAC0119
BAC0120,200,120,full,czcB;CZCB_RALME Cobalt-zinc-cadmium resistance protein CzcB OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcB PE=1 SV=2,BAC0120
BAC0121,200,120,full,czcC;CZCC_RALME Cobalt-zinc-cadmium resistance protein CzcC OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcC PE=1 SV=4,BAC0121
BAC0122,200,120,full,czcD;CZCD_RALME Cobalt-zinc-cadmium resistance protein CzcD OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcD PE=2 SV=2,BAC0122
BAC0123,200,120,full,"czcE;Q1LAJ1_RALME CzcE, involved in Cd(II), Zn(II), Co(II) resistance OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcE PE=1 SV=1",BAC0123
BAC0124,200,120,full,czcP;Q1LAJ7_RALME CzcP cation efflux P1-ATPase OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcP PE=3 SV=1,BAC0124
BAC0125,200,120,full,czcR;CZCR_RALME Transcriptional activator protein CzcR OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcR PE=2 SV=1,BAC0125
BAC0126,200,120,full,czcS;CZCS_RALME Sensor protein CzcS OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcS PE=2 SV=2,BAC0126
BAC0127,200,120,full,"cznA;D3UHQ0_HELM1 Putative Cadmium-zinc-nickel resistance protein, cznA OS=Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198) GN=cznA PE=4 SV=1",BAC0127
BAC0128,200,120,full,"cznB;D3UHP9_HELM1 Putative Cadmium-zinc-nickel resistance protein, CznB OS=Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198) GN=cznB PE=4 SV=1",BAC0128
BAC0129,200,120,full,"cznC;D3UHP8_HELM1 Putative Cadmium-zinc-nickel outer membrane efflux protein, CznC OS=Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198) GN=cznC PE=4 SV=1",BAC0129
BAC0130,200,120,full,czrA;Q9RLI8_PSEAI CzrA protein OS=Pseudomonas aeruginosa GN=czrA PE=4 SV=1,BAC0130
BAC0131,200,120,full,czrB;Q9RLI9_PSEAI CzrB protein OS=Pseudomonas aeruginosa GN=czrB PE=4 SV=1,BAC0131
BAC0132,200,120,full,dmeF;Q1LRZ2_RALME Co/Zn/Cd efflux system component OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=dmeF PE=4 SV=1,BAC0132
BAC0482,200,120,full,dmeF;Q1MJL2_RHIL3 Putative cation efflux system protein OS=Rhizobium leguminosarum bv. viciae (strain 3841) GN=RL1351 PE=4 SV=1,BAC0482
BAC0475,200,120,full,dmeR;Q1MJL3_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain 3841) GN=RL1350 PE=4 SV=1,BAC0475
BAC0134,200,120,full,dpr/dps;DPS_STRSU DNA protection during starvation protein OS=Streptococcus suis GN=dps PE=1 SV=1,BAC0134
BAC0135,200,120,full,dpsA;Q8KR86_BURPE DpsA OS=Burkholderia pseudomallei GN=dpsA PE=3 SV=1,BAC0135
BAC0136,200,120,full,dsbA;DSBA_ECOLI Thiol:disulfide interchange protein DsbA OS=Escherichia coli (strain K12) GN=dsbA PE=1 SV=1,BAC0136
BAC0137,200,120,full,dsbB;DSBB_ECOLI Disulfide bond formation protein B OS=Escherichia coli (strain K12) GN=dsbB PE=1 SV=1,BAC0137
BAC0138,200,120,full,dsbC;DSBC_ECOLI Thiol:disulfide interchange protein DsbC OS=Escherichia coli (strain K12) GN=dsbC PE=1 SV=1,BAC0138
BAC0139,200,120,full,ebrA;EBRA_BACAT Multidrug resistance protein EbrA OS=Bacillus atrophaeus GN=ebrA PE=1 SV=1,BAC0139
BAC0140,200,120,full,ebrB;EBRB_BACAT Multidrug resistance protein EbrB OS=Bacillus atrophaeus GN=ebrB PE=1 SV=1,BAC0140
BAC0494,200,120,full,eefA;A8CY69_KLEPN EefA OS=Klebsiella pneumoniae GN=eefA PE=4 SV=1,BAC0494
BAC0495,200,120,full,eefX;A8CY68_KLEPN EefX OS=Klebsiella pneumoniae GN=eefX PE=4 SV=1,BAC0495
BAC0141,200,120,full,emeA;Q8GR72_ENTFL Multidrug efflux pump OS=Enterococcus faecalis GN=emeA PE=4 SV=1,BAC0141
BAC0142,200,120,full,"emhA;Q4KH22_PSEF5 Efflux transporter, membrane fusion protein subunit EmhA OS=Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477) GN=emhA PE=4 SV=2",BAC0142
BAC0143,200,120,full,emhB;C1KA85_PSEFL EmhB OS=Pseudomonas fluorescens GN=emhB PE=4 SV=1,BAC0143
BAC0144,200,120,full,"emhC;Q4KH24_PSEF5 Efflux transporter, outer membrane factor lipoprotein EmhC OS=Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477) GN=emhC PE=4 SV=1",BAC0144
BAC0145,200,120,full,emhR;Q4KH21_PSEF5 Transcriptional regulator EmhR OS=Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477) GN=emhR PE=4 SV=1,BAC0145
BAC0146,200,120,full,emmdR;D5CJ69_ENTCC MATE efflux family protein OS=Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56) GN=ECL_03329 PE=4 SV=1,BAC0146
BAC0147,200,120,full,emrA;EMRA_ECOLI Multidrug resistance protein A OS=Escherichia coli (strain K12) GN=emrA PE=3 SV=2,BAC0147
BAC0499,200,120,full,emrAsm;B2FIC9_STRMK Putative multidrug resistance protein A OS=Stenotrophomonas maltophilia (strain K279a) GN=emrA PE=4 SV=1,BAC0499
BAC0148,200,120,full,emrB;EMRB_ECOLI Multidrug resistance protein B OS=Escherichia coli (strain K12) GN=emrB PE=1 SV=1,BAC0148
BAC0500,200,120,full,emrBsm;B2FID0_STRMK Putative multidrug resistance protein B OS=Stenotrophomonas maltophilia (strain K279a) GN=emrB PE=4 SV=1,BAC0500
BAC0501,200,120,full,emrCsm;B2FIC8_STRMK Putative outer membrane multidrug efflux protein OS=Stenotrophomonas maltophilia (strain K279a) GN=Smlt1528 PE=4 SV=1,BAC0501
BAC0149,200,120,full,emrD;EMRD_ECOLI Multidrug resistance protein D OS=Escherichia coli (strain K12) GN=emrD PE=1 SV=2,BAC0149
BAC0534,200,120,full,emrD-3;A5EYZ6_VIBC3 Multidrug resistance protein D OS=Vibrio cholerae serotype O1 (strain ATCC 39541 / Ogawa 395 / O395) GN=emrD-3 PE=4 SV=1,BAC0534
BAC0150,200,120,full,emrE/mvrC;EMRE_ECOLI Multidrug transporter EmrE OS=Escherichia coli (strain K12) GN=emrE PE=1 SV=1,BAC0150
BAC0151,200,120,full,emrK;EMRK_ECOLI Multidrug resistance protein K OS=Escherichia coli (strain K12) GN=emrK PE=3 SV=2,BAC0151
BAC0559,200,120,full,emrR;MPRA_ECOLI Transcriptional repressor MprA OS=Escherichia coli (strain K12) GN=mprA PE=2 SV=1,BAC0559
BAC0502,200,120,full,emrRsm;B2FIC7_STRMK Putative MarR-family transcriptional regulator OS=Stenotrophomonas maltophilia (strain K279a) GN=Smlt1527 PE=4 SV=1,BAC0502
BAC0153,200,120,full,emrY;EMRY_ECOLI Multidrug resistance protein Y OS=Escherichia coli (strain K12) GN=emrY PE=3 SV=1,BAC0153
BAC0154,200,120,full,evgA;EVGA_ECOLI Positive transcription regulator EvgA OS=Escherichia coli (strain K12) GN=evgA PE=1 SV=1,BAC0154
BAC0155,200,120,full,evgS;EVGS_ECO57 Sensor protein EvgS OS=Escherichia coli O157:H7 GN=evgS PE=3 SV=1,BAC0155
BAC0156,200,120,full,fabI;FABI_ECOLI Enoyl-[acyl-carrier-protein] reductase [NADH] FabI OS=Escherichia coli (strain K12) GN=fabI PE=1 SV=2,BAC0156
BAC0157,200,120,full,fabK;Q9FBC5_STREE Trans-2-enoyl-ACP reductase II OS=Streptococcus pneumoniae GN=fabK PE=1 SV=1,BAC0157
BAC0158,200,120,full,fabL/ygaA;FABL_BACSU Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL OS=Bacillus subtilis (strain 168) GN=fabL PE=1 SV=1,BAC0158
BAC0159,200,120,full,fabV;Y1738_VIBCH Putative reductase VC_1738/VC_1739 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC_1738/VC_1739 PE=3 SV=2,BAC0159
BAC0503,200,120,full,farA;Q9RQ30_NEIGO Efflux pump protein FarA OS=Neisseria gonorrhoeae PE=4 SV=1,BAC0503
BAC0504,200,120,full,farB;Q9RQ29_NEIGO Efflux pump protein FarB OS=Neisseria gonorrhoeae PE=4 SV=1,BAC0504
BAC0505,200,120,full,"farR;Q7DD70_NEIMB Transcriptional regulator, MarR family OS=Neisseria meningitidis serogroup B (strain MC58) GN=NMB1843 PE=4 SV=1",BAC0505
BAC0160,200,120,full,fbpA;FBPA_HAEIN Iron-utilization periplasmic protein OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=fbpA PE=1 SV=3,BAC0160
BAC0161,200,120,full,fbpB;FBPB2_HAEIN Fe(3+)-transport system permease protein FbpB 2 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=fbpB2 PE=3 SV=2,BAC0161
BAC0162,200,120,full,fbpC;FBPC2_HAEIN Fe(3+) ions import ATP-binding protein FbpC 2 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=fbpC2 PE=1 SV=1,BAC0162
BAC0163,200,120,full,fecD;FECD_ECOLI Fe(3+) dicitrate transport system permease protein FecD OS=Escherichia coli (strain K12) GN=fecD PE=1 SV=2,BAC0163
BAC0164,200,120,full,fecE;FECE_ECOLI Fe(3+) dicitrate transport ATP-binding protein FecE OS=Escherichia coli (strain K12) GN=fecE PE=3 SV=1,BAC0164
BAC0165,200,120,full,fetA/ybbL;YBBL_ECOLI Uncharacterized ABC transporter ATP-binding protein YbbL OS=Escherichia coli (strain K12) GN=ybbL PE=1 SV=1,BAC0165
BAC0166,200,120,full,fetB/ybbM;YBBM_ECOLI UPF0014 inner membrane protein YbbM OS=Escherichia coli (strain K12) GN=ybbM PE=1 SV=2,BAC0166
BAC0167,200,120,full,fieF/yiip;FIEF_ECOLI Ferrous-iron efflux pump FieF OS=Escherichia coli (strain K12) GN=fieF PE=1 SV=1,BAC0167
BAC0168,200,120,full,fptA;FPTA_PSEAE Fe(3+)-pyochelin receptor OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=fptA PE=1 SV=1,BAC0168
BAC0169,200,120,full,fpvA;FPVA_PSEAE Ferripyoverdine receptor OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=fpvA PE=1 SV=2,BAC0169
BAC0170,200,120,full,frnE;Q9RWK7_DEIRA FrnE protein OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) GN=DR_0659 PE=4 SV=1,BAC0170
BAC0171,200,120,full,furA;FURA_MYCTU Transcriptional regulator FurA OS=Mycobacterium tuberculosis GN=furA PE=1 SV=1,BAC0171
BAC0490,200,120,full,G2alt;B0FSM1_9BACI 7-cyano-7-deazaguanine synthase OS=Anoxybacillus gonensis GN=queC PE=3 SV=1,BAC0490
BAC0172,200,120,full,gadA;DCEA_ECOLI Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) GN=gadA PE=1 SV=1,BAC0172
BAC0173,200,120,full,gadB;DCEB_ECOLI Glutamate decarboxylase beta OS=Escherichia coli (strain K12) GN=gadB PE=1 SV=1,BAC0173
BAC0174,200,120,full,gadC/xasA;GADC_ECOLI Probable glutamate/gamma-aminobutyrate antiporter OS=Escherichia coli (strain K12) GN=gadC PE=1 SV=1,BAC0174
BAC0175,200,120,full,gadE/yhiE;GADE_ECOLI Transcriptional regulator GadE OS=Escherichia coli (strain K12) GN=gadE PE=2 SV=1,BAC0175
BAC0176,200,120,full,gadW/yhiW;GADW_ECOLI HTH-type transcriptional regulator GadW OS=Escherichia coli (strain K12) GN=gadW PE=1 SV=1,BAC0176
BAC0177,200,120,full,gadX;GADX_ECOLI HTH-type transcriptional regulator GadX OS=Escherichia coli (strain K12) GN=gadX PE=1 SV=1,BAC0177
BAC0178,200,120,full,gesA;Q8ZRG8_SALTY Putative cation efflux pump OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0352 PE=4 SV=1,BAC0178
BAC0179,200,120,full,gesB;Q8ZRG9_SALTY Putative cation efflux system protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0351 PE=4 SV=1,BAC0179
BAC0180,200,120,full,gesC;Q8ZRH0_SALTY Homology to outer membrane efflux protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0350 PE=4 SV=1,BAC0180
BAC0181,200,120,full,glpF;GLPF_ECOLI Glycerol uptake facilitator protein OS=Escherichia coli (strain K12) GN=glpF PE=1 SV=1,BAC0181
BAC0182,200,120,full,golS;Q8ZRG6_SALTY Putative transcriptional regulator OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0354 PE=4 SV=1,BAC0182
BAC0183,200,120,full,golT;Q8ZRG7_SALTY Putative cation transport ATPase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0353 PE=3 SV=1,BAC0183
BAC0184,200,120,full,hasF;Q6GW09_SERMA TolC-like protein OS=Serratia marcescens PE=4 SV=1,BAC0184
BAC0185,200,120,full,hdeA/yhiB;HDEA_ECOLI Acid stress chaperone HdeA OS=Escherichia coli (strain K12) GN=hdeA PE=1 SV=1,BAC0185
BAC0186,200,120,full,hdeB/yhiC;HDEB_ECOLI Acid stress chaperone HdeB OS=Escherichia coli (strain K12) GN=hdeB PE=1 SV=1,BAC0186
BAC0187,200,120,full,hefA;B6JLI8_HELP2 Outer-membrane protein of the HefABC efflux system HefA OS=Helicobacter pylori (strain P12) GN=hefA PE=4 SV=1,BAC0187
BAC0188,200,120,full,hefC;B6JLJ0_HELP2 Cytoplasmic pump protein of the HefABC efflux system HefC OS=Helicobacter pylori (strain P12) GN=hefC PE=4 SV=1,BAC0188
BAC0189,200,120,full,hmrM;HMRM_HAEIN Multidrug resistance protein HmrM OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=hmrM PE=3 SV=1,BAC0189
BAC0569,200,120,full,hmrR;HMMR_RHILV HTH-type transcriptional regulator HmrR OS=Rhizobium leguminosarum bv. viciae GN=hmrR PE=4 SV=1,BAC0569
BAC0190,200,120,full,hmrR;HMRR_SINMW HTH-type transcriptional regulator HmrR OS=Sinorhizobium medicae (strain WSM419) GN=hmrR PE=1 SV=1,BAC0190
BAC0191,200,120,full,hoxN;HOXN_CUPNH High-affinity nickel transport protein OS=Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) GN=hoxN PE=1 SV=3,BAC0191
BAC0617,200,120,full,hpcopA;COPA1_HELPX Copper-transporting ATPase OS=Helicobacter pylori GN=copA PE=3 SV=2,BAC0617
BAC0618,200,120,full,hpcopP;COPP_HELPY COP-associated protein OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=copP PE=1 SV=2,BAC0618
BAC0192,200,120,full,hsmR;B0R6K7_HALS3 Small multidrug export protein OS=Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1) GN=OE_3652F PE=4 SV=1,BAC0192
BAC0483,200,120,full,hupE;HUPE_RHILV Protein HupE OS=Rhizobium leguminosarum bv. viciae GN=hupE PE=4 SV=1,BAC0483
BAC0484,200,120,full,hupE2;D2WPE1_RHILV HupE2 OS=Rhizobium leguminosarum bv. viciae GN=hupE2 PE=4 SV=1,BAC0484
BAC0193,200,120,full,hupN;HUPN_AZOCH Hydrogenase expression/formation protein HupN OS=Azotobacter chroococcum mcd 1 GN=hupN PE=3 SV=1,BAC0193
BAC0194,200,120,full,ibpA;IBPA_ECOLI Small heat shock protein IbpA OS=Escherichia coli (strain K12) GN=ibpA PE=1 SV=1,BAC0194
BAC0195,200,120,full,ibpB;IBPB_ECOLI Small heat shock protein IbpB OS=Escherichia coli (strain K12) GN=ibpB PE=1 SV=1,BAC0195
BAC0196,200,120,full,iclR;ICLR_ECOLI Acetate operon repressor OS=Escherichia coli (strain K12) GN=iclR PE=1 SV=1,BAC0196
BAC0498,200,120,full,ideR;IDER_MYCTU Iron-dependent repressor IdeR OS=Mycobacterium tuberculosis GN=ideR PE=1 SV=1,BAC0498
BAC0197,200,120,full,irlR;IRLR_BURPS Transcriptional activator protein IrlR OS=Burkholderia pseudomallei (strain K96243) GN=irlR PE=3 SV=2,BAC0197
BAC0198,200,120,full,irlS;IRLS_BURPS Sensor protein IrlS OS=Burkholderia pseudomallei (strain K96243) GN=irlS PE=3 SV=2,BAC0198
BAC0491,200,120,full,kdeA;A6T6T9_KLEP7 Multidrug/chloramphenicol efflux transport protein (MFS family) OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) GN=cmr PE=4 SV=1,BAC0491
BAC0492,200,120,full,kexD;A6TA71_KLEP7 Acridine efflux pump OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) GN=KPN78578_20310 PE=4 SV=1,BAC0492
BAC0199,200,120,full,klaB/telA/kilB;KLAB_ECOLX Protein KlaB OS=Escherichia coli GN=klaB PE=3 SV=1,BAC0199
BAC0200,200,120,full,klaC/telB;KLAC_ECOLX Protein KlaC OS=Escherichia coli GN=klaC PE=4 SV=1,BAC0200
BAC0493,200,120,full,kmrA;C4X8X9_KLEPN Energy-dependent efflux protein for methyl viologen resistance OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=smvA PE=4 SV=1,BAC0493
BAC0201,200,120,full,kmtR;KMTR_MYCTU HTH-type transcriptional regulator KmtR OS=Mycobacterium tuberculosis GN=kmtR PE=1 SV=3,BAC0201
BAC0476,200,120,full,kpnE;C4X7Z3_KLEPN Multidrug transport protein OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=ydgF PE=3 SV=1,BAC0476
BAC0477,200,120,full,kpnF;C4X7Z4_KLEPN Spermidine export protein MdtI OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=ydgE PE=3 SV=1,BAC0477
BAC0529,200,120,full,kpnO;C4XBC3_KLEPN Outer membrane porin protein C OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=ompC PE=3 SV=1,BAC0529
BAC0202,200,120,full,lde;G2JVL2_LISMN Efflux pump Lde OS=Listeria monocytogenes J0161 GN=LMOG_01756 PE=4 SV=1,BAC0202
BAC0535,200,120,full,"lmrS;Q5HE38_STAAC Drug resistance transporter, EmrB/QacA subfamily OS=Staphylococcus aureus (strain COL) GN=SACOL2157 PE=4 SV=1",BAC0535
BAC0560,200,120,full,marA;MARA_ECOLI Multiple antibiotic resistance protein MarA OS=Escherichia coli (strain K12) GN=marA PE=1 SV=2,BAC0560
BAC0561,200,120,full,marR;MARR_ECOLI Multiple antibiotic resistance protein MarR OS=Escherichia coli (strain K12) GN=marR PE=1 SV=2,BAC0561
BAC0205,200,120,full,mco;MCO_STAAU Multicopper oxidase mco OS=Staphylococcus aureus GN=mco PE=1 SV=2,BAC0205
BAC0206,200,120,full,mctB;MCTB_MYCTU Copper transporter MctB OS=Mycobacterium tuberculosis GN=mctB PE=1 SV=1,BAC0206
BAC0207,200,120,full,mdeA;MEGL_PSEPU Methionine gamma-lyase OS=Pseudomonas putida GN=mdeA PE=1 SV=2,BAC0207
BAC0208,200,120,full,mdfA/cmr;MDFA_ECOLI Multidrug transporter MdfA OS=Escherichia coli (strain K12) GN=mdfA PE=1 SV=1,BAC0208
BAC0209,200,120,full,mdrL/yfmO;Q9X769_LISMN Multidrug efflux protein yfmO OS=Listeria monocytogenes GN=lltB PE=4 SV=1,BAC0209
BAC0645,200,120,full,mdtA;D0ZND8_SALT1 Multidrug resistance protein MdtA OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=mdtA PE=3 SV=1,BAC0645
BAC0210,200,120,full,mdtA/yegM;MDTA_ECOLI Multidrug resistance protein MdtA OS=Escherichia coli (strain K12) GN=mdtA PE=2 SV=2,BAC0210
BAC0646,200,120,full,mdtB;D0ZND9_SALT1 Multidrug resistance protein MdtB OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=yegN PE=3 SV=1,BAC0646
